ion_Z,target_name,target_Z,target_A,phase,energy,stopping_power,percentage_error,publication_year,ref_id,citation_reference,doi
1,He,2,4.0026,g,66,7.0251,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,85,7.0583,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,96,7.065,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,154,6.2275,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,200,5.5629,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,300,4.3533,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,400,3.6156,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,500,3.0772,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,600,2.6917,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,700,2.4126,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,800,2.2066,2,1983,Ba1983a,H.Baumgart.W.Arnold.H.Berg.E.Huttel and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. 204.597,10.1016/0167-5087(83)90093-5
1,He,2,4.0026,g,100,7.02,4,1971,Bp1971,E.Bonderup and P.Hvelplund Phys.Rev. A4.562,10.1103/physreva.4.562
1,He,2,4.0026,g,200,5.6,4,1971,Bp1971,E.Bonderup and P.Hvelplund Phys.Rev. A4.562,10.1103/physreva.4.562
1,He,2,4.0026,g,49.171,7.4777,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,55.835,7.1654,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,57.5,7.4011,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,57.793,7.2531,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,59.015,7.0844,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,69.351,7.5498,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,77.984,7.3999,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,86.893,7.3015,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,94.332,7.3391,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,152.772,6.5587,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,158.512,6.5581,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,196.402,5.7823,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,247.076,4.9139,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,298.209,4.4302,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,391.975,3.6246,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,495.377,3.0867,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,588.269,2.7593,1.3,1979,Bs1979,F.Besenbacher.H.H.Andersen.P.Hvelplund and H.Knudsen Mat.-Fys.Medd.K.Dan.Vidensk.Selsk 40.No.3,10.1017/s0009840x00089137
1,He,2,4.0026,g,441,2.79,20,2014,Cn2014,S.N.Chen.S.Atzeni.M.Gauthier.D.P.Higginson.F.Mangia.J-R Marques.R.Riquier.J.Fuchs Nuclear Instr. Methods A 740. 105,10.1016/j.nima.2013.11.002
1,He,2,4.0026,g,37.624,6.1506,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,47.881,6.0187,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,57.767,5.248,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,68.102,5.3028,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,78.2,5.0185,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,88.245,4.8137,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,97.887,4.7632,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,108.133,4.8918,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,118.019,4.9424,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,127.956,4.9136,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,138.104,4.969,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,148.257,5.1942,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,158.142,5.0466,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,167.884,4.8598,10,1942,Cr1942,C.M.Crenshaw Phys.Rev. 62.54,10.1103/physrev.62.54
1,He,2,4.0026,g,2.97,0.441,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,3.01,0.502,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,3.5,0.532,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,3.52,0.606,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,3.95,0.714,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.01,0.669,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.02,0.819,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.47,0.781,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.49,0.934,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.89,0.981,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,4.98,1.14,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,5.42,1.19,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,5.75,1.32,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,5.93,1.5,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,6.8,1.74,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,7.17,1.8,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,7.6,1.9,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,7.95,2.08,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,8.48,2.37,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,8.87,2.51,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,9.41,2.64,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,9.84,2.86,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,10.4,3,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,11.2,3.23,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,11.9,3.43,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,12.7,3.57,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,13.4,3.78,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,14.4,3.97,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,15.2,4.17,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,16.1,4.49,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,17.2,4.6,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,18.1,4.76,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,19.4,4.84,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,21.5,5.04,9,1991,Gl1991,R.Golser and D.Semrad Phys. Rev. Lett. 66.1831,10.1103/physrevlett.66.1831
1,He,2,4.0026,g,37.388,6.7343,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,46.949,6.8967,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,57.346,7.1126,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,78.006,7.0593,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,86.886,7.2819,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,96.656,6.9638,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,115.848,6.9171,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,126.943,6.6371,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,136.819,6.4327,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,146.701,6.3026,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,176.838,5.9414,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,196.016,5.6967,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,217.097,5.3705,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,245.563,4.9271,4,1963,Pa1963,J.T.Park and E.J.Zimmerman Phys.Rev. 131.1611,10.1103/physrev.131.1611
1,He,2,4.0026,g,11.226,3.3115,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,15.789,4.0982,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,18.418,5.6755,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,20.232,5.162,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,31.53,6.0983,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,38.435,6.2169,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,41.433,6.7107,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,47.902,7.1745,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,64.434,7.2906,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,78.118,6.925,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,87.858,7.7837,5,1953,Ph1953,J.A.Phillips Phys.Rev. 90.532,10.1103/PhysRev.90.532
1,He,2,4.0026,g,693.3,2.46,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,701.7,2.49,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,791.7,2.24,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,801.1,2.22,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,892.7,2.06,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,903.2,2.05,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,988.7,1.88,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,999.4,1.88,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1090.1,1.76,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1103.4,1.75,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1186.2,1.65,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1201.2,1.63,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1287.2,1.55,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1303.4,1.54,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1403.3,1.45,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1420.6,1.44,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1505,1.37,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1523.7,1.36,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1604,1.3,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1623.6,1.28,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1705.6,1.25,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1726.2,1.24,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1803.5,1.19,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1825.7,1.18,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1905.7,1.14,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,1927.7,1.13,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,2008.1,1.1,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,2027,1.09,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,2113.7,1.05,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,2129.8,1.04,1.5,1990,Re1990a,G.Reiter.N.Kniest.E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44.399,10.1016/0168-583x(90)90001-b
1,He,2,4.0026,g,40,6.67,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,50,6.97,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,60,7.22,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,70,7.33,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,80,7.37,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,90,7.37,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,100,7.3,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,150,6.37,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,200,5.55,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,250,4.91,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,300,4.41,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,350,4.01,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,400,3.69,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,450,3.42,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,500,3.18,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,550,2.99,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
1,He,2,4.0026,g,600,2.81,3.4,1953,Rn1953,H.K.Reynolds.D.N.F.Dunbar.W.A.Wenzel and W.Whaling Phys.Rev. 92.742,10.1103/physrev.92.742
